date,fc,v,wt,co2,o2,cer,our,p
5349,14.612,79082,88082,1.742,0.18905,1.6639,1.6865,18.343
5350,6.4387,79121,88130,1.7433,0.18903,1.6652,1.6891,18.379
5351,0.0001,79161,88179,1.7446,0.18919,1.6664,1.6675,18.414
5352,0.0001,79201,88228,1.7459,0.1893,1.6677,1.6534,18.449
5353,2.4239,79242,88278,1.7471,0.1893,1.6689,1.653,18.484
5354,0.72717,79283,88329,1.7484,0.18939,1.6701,1.6399,18.518
5355,10.298,79324,88379,1.7497,0.18944,1.6713,1.6338,18.552
5356,1.0845,79365,88429,1.7509,0.18951,1.6725,1.6242,18.586
5357,0.32535,79406,88478,1.7521,0.18959,1.6737,1.6133,18.62
5358,3.1523,79446,88527,1.7533,0.18949,1.6749,1.6263,18.655
5359,0.94569,79485,88576,1.7546,0.1894,1.6761,1.6372,18.691
5360,13.913,79526,88625,1.7559,0.18939,1.6773,1.6384,18.726
5361,4.724,79566,88675,1.7572,0.18928,1.6785,1.652,18.761
5362,1.4172,79607,88725,1.7585,0.1892,1.6798,1.6625,18.797
5363,7.6162,79649,88776,1.7598,0.18914,1.681,1.6707,18.833
5364,2.2849,79691,88827,1.761,0.18931,1.6822,1.647,18.869
5365,18.81,79732,88878,1.7623,0.18914,1.6835,1.6699,18.905
5366,8.2858,79774,88929,1.7637,0.18902,1.6848,1.6853,18.941
5367,0.60684,79816,88980,1.765,0.18914,1.686,1.669,18.977
5368,0.18205,79857,89031,1.7663,0.18921,1.6873,1.6598,19.013
5369,2.9295,79899,89083,1.7677,0.18907,1.6886,1.6782,19.05
5370,0.87886,79941,89134,1.769,0.18918,1.6899,1.6633,19.085
5371,10.595,79983,89186,1.7703,0.18901,1.6912,1.6851,19.121
5372,3.5522,80025,89237,1.7717,0.18913,1.6925,1.6689,19.157
5373,1.0657,80068,89289,1.773,0.1891,1.6937,1.6722,19.192
5374,5.5243,80110,89340,1.7742,0.18909,1.6949,1.6735,19.227
5375,1.6573,80152,89392,1.7755,0.18913,1.6961,1.6677,19.262
5376,15.118,80194,89443,1.7767,0.18925,1.6973,1.6519,19.297
5377,4.442,80235,89493,1.7779,0.18942,1.6985,1.629,19.331
5378,1.3326,80277,89544,1.7791,0.18941,1.6996,1.6292,19.366
5379,5.8685,80318,89595,1.7804,0.18926,1.7008,1.6499,19.401
5380,1.7606,80360,89646,1.7817,0.18913,1.7021,1.6665,19.438
5381,17.003,80402,89698,1.783,0.18896,1.7033,1.688,19.474
5382,6.505,80444,89749,1.7843,0.18893,1.7045,1.6918,19.51
5383,1.9515,80487,89802,1.7856,0.18885,1.7058,1.7024,19.547
5384,8.5352,80531,89855,1.7869,0.18887,1.7071,1.6994,19.583
5385,2.5606,80575,89909,1.7882,0.18894,1.7083,1.6902,19.618
5386,19.924,80620,89963,1.7894,0.18904,1.7095,1.6762,19.654
5387,7.5978,80665,90018,1.7907,0.18919,1.7107,1.6561,19.688
5388,2.2794,80710,90072,1.7919,0.18919,1.7119,1.6561,19.722
5389,7.9847,80754,90126,1.7931,0.18926,1.713,1.6454,19.757
5390,2.3954,80798,90180,1.7942,0.18932,1.7141,1.6378,19.79
5391,19.036,80842,90232,1.7954,0.1893,1.7152,1.6408,19.824
5392,4.9706,80884,90284,1.7965,0.1894,1.7163,1.6263,19.857
5393,1.4912,80926,90335,1.7976,0.18923,1.7174,1.6494,19.891
5394,0.44735,80968,90387,1.7988,0.18914,1.7185,1.6605,19.926
5395,0.13421,81012,90439,1.7999,0.18918,1.7196,1.6549,19.96
5396,11.556,81056,90493,1.8011,0.18911,1.7207,1.664,19.995
5397,3.4668,81101,90548,1.8023,0.18921,1.7219,1.6509,20.03
5398,27.453,81147,90604,1.8035,0.18907,1.723,1.668,20.066
5399,10.708,81193,90659,1.8047,0.18925,1.7242,1.644,20.101
5400,3.2125,81239,90715,1.806,0.18906,1.7254,1.6691,20.137
5401,11.252,81285,90770,1.8072,0.18906,1.7266,1.6685,20.174
5402,3.3757,81329,90825,1.8084,0.18907,1.7278,1.6674,20.21
5403,25.96,81373,90878,1.8096,0.18907,1.7289,1.6672,20.246
5404,11.083,81416,90930,1.8108,0.18916,1.7301,1.6543,20.281
5405,3.3249,81458,90982,1.812,0.18919,1.7312,1.6501,20.317
5406,12.692,81500,91034,1.8132,0.1892,1.7323,1.6483,20.352
5407,3.8077,81542,91086,1.8144,0.18916,1.7335,1.6539,20.387
5408,28.328,81586,91139,1.8156,0.1891,1.7346,1.6615,20.423
5409,12.852,81630,91193,1.8168,0.18927,1.7358,1.6392,20.458
5410,3.8557,81676,91249,1.818,0.18949,1.7369,1.6086,20.493
5411,12.354,81722,91304,1.8191,0.1894,1.7381,1.6214,20.527
5412,3.7062,81768,91361,1.8203,0.18944,1.7392,1.6156,20.562
5413,26.363,81814,91416,1.8215,0.1895,1.7403,1.6068,20.596
5414,10.169,81859,91471,1.8226,0.1896,1.7414,1.5933,20.629
5415,3.0508,81903,91524,1.8237,0.18961,1.7424,1.5913,20.663
5416,10.465,81945,91576,1.8248,0.18945,1.7435,1.6127,20.698
5417,3.1395,81987,91628,1.8259,0.18932,1.7446,1.6293,20.733
5418,24.885,82029,91679,1.827,0.18941,1.7456,1.6172,20.767
5419,8.1763,82072,91732,1.8281,0.18941,1.7467,1.6172,20.802
5420,2.4529,82116,91785,1.8292,0.18949,1.7477,1.6066,20.836
5421,0.73587,82161,91839,1.8303,0.18951,1.7487,1.6028,20.869
5422,0.22076,82207,91895,1.8313,0.18942,1.7497,1.6154,20.903
5423,12.879,82253,91952,1.8324,0.18937,1.7508,1.6215,20.937
5424,3.8636,82300,92008,1.8335,0.18916,1.7518,1.649,20.971
5425,30.272,82347,92065,1.8346,0.18902,1.7529,1.667,21.006
5426,12.344,82393,92120,1.8356,0.18891,1.7539,1.6812,21.041
5427,3.7032,82437,92175,1.8367,0.1889,1.755,1.6828,21.077
5428,13.788,82480,92227,1.8378,0.18889,1.756,1.683,21.112
5429,4.1365,82522,92279,1.8389,0.18881,1.757,1.6934,21.148
5430,31.059,82564,92331,1.8399,0.18884,1.758,1.6892,21.184
5431,14.099,81908,91583,1.8308,0.18887,1.7492,1.6886,21.22
5432,4.2298,81250,90834,1.8169,0.18886,1.7359,1.6927,21.258
5433,15.991,80590,90082,1.8027,0.18881,1.7222,1.7029,21.296
5434,4.7973,79927,89327,1.7884,0.18885,1.7085,1.7019,21.336
5435,35.403,79262,88570,1.7742,0.18901,1.6949,1.6835,21.377
5436,23.027,78597,87814,1.76,0.18919,1.6812,1.6641,21.418
5437,12.539,77935,87059,1.7458,0.18947,1.6676,1.6307,21.459
5438,3.7618,77276,86308,1.7316,0.18972,1.6539,1.601,21.499
5439,15.805,76619,85559,1.7173,0.19006,1.6403,1.5594,21.538
5440,5.2265,75964,84812,1.7031,0.19005,1.6266,1.5648,21.578
5441,1.5679,76005,84863,1.6995,0.18992,1.6231,1.5829,21.619
5442,10.169,76046,84913,1.7004,0.18988,1.624,1.5881,21.661
5443,3.2695,76087,84965,1.7016,0.18996,1.6251,1.5765,21.702
5444,0.98084,76130,85018,1.7027,0.19015,1.6263,1.551,21.743
5445,7.4625,76174,85071,1.7039,0.1902,1.6274,1.5441,21.783
5446,2.2388,76218,85126,1.705,0.19013,1.6285,1.5529,21.822
5447,19.843,76263,85181,1.7062,0.1902,1.6295,1.5434,21.861
5448,8.2695,76308,85236,1.7073,0.19021,1.6306,1.5426,21.901
5449,2.4809,76352,85290,1.7084,0.19031,1.6317,1.5285,21.94
5450,9.8633,76395,85343,1.7095,0.19031,1.6328,1.5288,21.981
5451,1.8103,76437,85395,1.7107,0.19036,1.6339,1.5215,22.021
5452,0.54309,76479,85447,1.7118,0.19032,1.635,1.5259,22.061
5453,4.5999,76522,85499,1.7129,0.19043,1.636,1.5118,22.1
5454,1.38,76566,85553,1.7139,0.19045,1.637,1.5085,22.139
5455,14.704,76611,85608,1.715,0.19041,1.638,1.5143,22.177
5456,3.8087,76657,85664,1.716,0.19063,1.639,1.4846,22.214
5457,1.1426,76703,85720,1.717,0.19067,1.64,1.4786,22.25
5458,0.34278,76749,85776,1.718,0.19068,1.6409,1.4772,22.286
5459,0.10283,76794,85831,1.719,0.19099,1.6418,1.4358,22.322
5460,12.192,76838,85884,1.7199,0.19103,1.6427,1.4308,22.358
5461,3.6577,76881,85937,1.7208,0.19098,1.6436,1.4362,22.395
5462,31.251,76923,85989,1.7217,0.19092,1.6445,1.4447,22.431
5463,15.734,76966,86041,1.7227,0.19073,1.6454,1.4698,22.468
5464,4.7203,77009,86094,1.7236,0.1907,1.6463,1.4726,22.504
5465,16.554,77053,86148,1.7245,0.19075,1.6471,1.4662,22.539
5466,4.9661,77099,86204,1.7254,0.19087,1.648,1.4504,22.574
5467,33.115,77145,86260,1.7262,0.19092,1.6488,1.4436,22.608
5468,14.485,77192,86316,1.7271,0.19094,1.6496,1.4399,22.643
5469,4.3456,77239,86373,1.7279,0.19099,1.6504,1.4331,22.677
5470,13.91,77285,86428,1.7288,0.19095,1.6512,1.4384,22.711
5471,4.173,77331,86484,1.7296,0.19086,1.652,1.4506,22.744
5472,31.25,77375,86538,1.7304,0.19082,1.6528,1.4551,22.778
5473,9.3749,77419,86592,1.7311,0.19085,1.6535,1.4513,22.81
5474,57.782,77463,86645,1.7319,0.1908,1.6543,1.4578,22.844
5475,35.573,77506,86697,1.7327,0.1907,1.655,1.4713,22.878
5476,14.097,77549,86750,1.7334,0.19067,1.6557,1.474,22.911
5477,4.229,77594,86804,1.7342,0.19082,1.6564,1.4543,22.943
5478,1.2687,77639,86859,1.7349,0.19074,1.6571,1.4648,22.976
5479,0.38061,77685,86915,1.7356,0.1909,1.6578,1.4439,23.007
5480,17.595,77720,86960,1.7363,0.19054,1.6585,1.4905,23.041
5481,5.2786,77755,87004,1.7369,0.19051,1.6591,1.4948,23.075
5482,39.498,77790,87048,1.7376,0.19046,1.6597,1.5016,23.109
5483,20.508,77825,87093,1.7382,0.19048,1.6603,1.4984,23.141
5484,6.1523,77860,87137,1.7388,0.19053,1.6609,1.4913,23.174
5485,21.82,77895,87181,1.7394,0.19061,1.6614,1.4814,23.206
5486,6.546,77930,87226,1.74,0.19046,1.662,1.5009,23.239
5487,43.504,77965,87270,1.7406,0.1905,1.6626,1.4958,23.271
5488,22.236,78000,87315,1.7411,0.19026,1.6631,1.5275,23.303
5489,6.6708,78035,87359,1.7417,0.19023,1.6637,1.5312,23.335
5490,22.775,78069,87403,1.7423,0.19033,1.6643,1.5178,23.367
5491,6.8325,78104,87448,1.7429,0.19048,1.6648,1.4976,23.399
5492,43.763,78139,87492,1.7435,0.19052,1.6654,1.4912,23.43
5493,20.949,78174,87537,1.744,0.19035,1.6659,1.5143,23.462
5494,6.2846,78209,87581,1.7446,0.19037,1.6665,1.5112,23.494
5495,20.002,78244,87626,1.7451,0.19044,1.667,1.5017,23.525
5496,6.0007,78279,87670,1.7457,0.19061,1.6675,1.4799,23.556
5497,40.281,78314,87714,1.7462,0.19046,1.668,1.4989,23.587
5498,16.808,78349,87759,1.7467,0.19053,1.6685,1.4901,23.617
5499,5.0425,78384,87803,1.7472,0.19039,1.6689,1.5085,23.649
5500,1.5128,78418,87848,1.7477,0.19031,1.6694,1.519,23.681
5501,0.45383,78453,87892,1.7482,0.19036,1.6699,1.5123,23.712
5502,20.333,78488,87937,1.7487,0.19031,1.6704,1.5186,23.744
5503,6.0998,78523,87981,1.7492,0.19027,1.6709,1.5241,23.776
5504,44.181,78558,88026,1.7497,0.19029,1.6714,1.5208,23.809
5505,22.127,78593,88070,1.7502,0.19037,1.6719,1.5095,23.841
5506,6.638,78628,88115,1.7508,0.19019,1.6724,1.5333,23.873
5507,21.727,78663,88160,1.7512,0.19018,1.6728,1.5345,23.905
5508,6.518,78697,88204,1.7517,0.19023,1.6733,1.5276,23.935
5509,41.846,78732,88249,1.7521,0.19002,1.6737,1.5552,23.966
5510,19.796,78767,88293,1.7526,0.18992,1.6741,1.5688,23.997
5511,5.9387,78802,88338,1.753,0.18982,1.6746,1.5827,24.028
5512,20.011,78837,88383,1.7535,0.18992,1.675,1.5692,24.059
5513,6.0034,78872,88427,1.7539,0.18992,1.6754,1.5683,24.09
5514,41.963,78906,88472,1.7544,0.18996,1.6758,1.5635,24.121
5515,12.589,78941,88517,1.7548,0.18978,1.6763,1.5876,24.152
5516,75.089,78976,88561,1.7553,0.18978,1.6767,1.5866,24.183
5517,45.628,79011,88606,1.7557,0.18977,1.6771,1.5881,24.216
5518,19.288,79046,88651,1.7562,0.18977,1.6776,1.5884,24.248
5519,5.7865,79081,88696,1.7566,0.18975,1.678,1.5905,24.279
5520,1.736,79115,88741,1.757,0.1898,1.6784,1.5841,24.309
5521,0.52079,79150,88785,1.7574,0.18983,1.6787,1.5793,24.339
5522,20.323,79185,88830,1.7578,0.18985,1.6791,1.5765,24.369
5523,6.0969,79220,88875,1.7581,0.18984,1.6795,1.5777,24.399
5524,44.704,79255,88920,1.7585,0.18981,1.6798,1.5823,24.429
5525,13.411,79289,88964,1.7588,0.19,1.6801,1.5575,24.458
5526,77.939,79324,89009,1.7592,0.19013,1.6804,1.539,24.486
5527,45.243,79359,89053,1.7595,0.1902,1.6807,1.5307,24.513
5528,13.573,79394,89098,1.7597,0.19025,1.681,1.5237,24.54
5529,37.98,79429,89143,1.76,0.19012,1.6812,1.5412,24.568
5530,11.394,79463,89187,1.7603,0.19024,1.6815,1.525,24.594
5531,62.912,78782,88412,1.7503,0.18957,1.672,1.6154,24.627
5532,38.846,78101,87636,1.7357,0.18965,1.6579,1.6092,24.66
5533,11.654,77420,86861,1.7208,0.18983,1.6436,1.5895,24.693
5534,39.007,76738,86086,1.7059,0.18998,1.6293,1.5729,24.728
5535,19.96,76057,85311,1.691,0.19014,1.615,1.5558,24.764
5536,5.988,75377,84536,1.6761,0.19037,1.6007,1.5292,24.799
5537,20.711,74696,83761,1.6613,0.19055,1.5865,1.5084,24.835
5538,6.2133,74015,82986,1.6464,0.19064,1.5722,1.5014,24.872
5539,43.868,73334,82211,1.6316,0.19089,1.558,1.4721,24.91
5540,24.991,72654,81436,1.6167,0.19112,1.5437,1.4446,24.949
5541,7.4973,72669,81461,1.6125,0.19127,1.5396,1.4256,24.986
5542,27.038,72685,81487,1.6125,0.19123,1.5397,1.4313,25.022
5543,10.586,72700,81512,1.6128,0.19114,1.5399,1.4429,25.059
5544,3.1759,72715,81537,1.6131,0.19119,1.5402,1.4363,25.096
5545,12.979,72731,81562,1.6133,0.19126,1.5405,1.4274,25.132
5546,3.8938,72746,81587,1.6136,0.19122,1.5407,1.4319,25.17
5547,33.449,72762,81612,1.6139,0.1912,1.541,1.435,25.208
5548,14.548,72777,81637,1.6142,0.19131,1.5413,1.4209,25.245
5549,4.3643,72792,81662,1.6145,0.1913,1.5415,1.4219,25.283
5550,17.745,72808,81687,1.6147,0.19123,1.5418,1.4307,25.321
5551,5.3234,72823,81712,1.615,0.19118,1.5421,1.4377,25.361
5552,41.405,72838,81737,1.6153,0.19114,1.5423,1.4431,25.399
5553,19.161,72854,81761,1.6155,0.19108,1.5425,1.4509,25.436
5554,5.7484,72869,81786,1.6158,0.19085,1.5428,1.4816,25.474
5555,21.757,72885,81811,1.616,0.1907,1.543,1.5005,25.514
5556,6.5272,72900,81836,1.6163,0.19067,1.5433,1.5042,25.553
5557,47.327,72915,81861,1.6165,0.19074,1.5435,1.4953,25.592
5558,25.48,72931,81886,1.6168,0.19071,1.5438,1.4988,25.632
5559,7.6439,72946,81910,1.617,0.19068,1.544,1.5029,25.671
5560,26.85,72961,81935,1.6173,0.19063,1.5443,1.5092,25.713
5561,11.361,72977,81960,1.6176,0.19055,1.5445,1.5203,25.755
5562,3.4083,72992,81985,1.6179,0.19041,1.5448,1.5384,25.797
5563,15.475,73008,82010,1.6181,0.19041,1.5451,1.5382,25.839
5564,4.6425,73023,82035,1.6184,0.19044,1.5453,1.5345,25.88
5565,36.126,73038,82059,1.6186,0.19049,1.5456,1.5283,25.92
5566,17.105,73054,82084,1.6189,0.19056,1.5458,1.5186,25.96
5567,5.1316,73069,82109,1.6191,0.19055,1.546,1.5204,26.001
5568,18.385,73084,82133,1.6194,0.19054,1.5463,1.5215,26.042
5569,5.5155,73100,82158,1.6196,0.19056,1.5465,1.5178,26.083
5570,39.184,73115,82182,1.6199,0.19067,1.5467,1.504,26.122
5571,20.889,73130,82207,1.6201,0.19052,1.5469,1.5234,26.164
5572,6.3714,73146,82232,1.6204,0.19061,1.5472,1.5121,26.207
5573,1.9114,73161,82256,1.6206,0.1906,1.5474,1.5134,26.25
5574,8.5246,73177,82281,1.6209,0.19055,1.5477,1.5189,26.294
5575,2.5574,73192,82306,1.6212,0.19061,1.548,1.5115,26.338
5576,24.433,73207,82331,1.6214,0.1904,1.5482,1.539,26.382
5577,11.682,73223,82356,1.6217,0.19031,1.5485,1.5505,26.427
5578,3.5047,73238,82380,1.622,0.19018,1.5488,1.5675,26.473
5579,15.655,73253,82405,1.6224,0.19008,1.5491,1.5811,26.521
5580,7.3217,73269,82430,1.6227,0.18992,1.5494,1.6019,26.569
5581,2.1965,73405,82576,1.6229,0.19539,1.5497,0.87411,26.566
5582,0.65895,73541,82721,1.6232,0.19569,1.5499,0.83371,26.564
5583,0.19768,73678,82867,1.6234,0.19564,1.5501,0.84013,26.563
5584,0.059305,73814,83012,1.6236,0.19563,1.5503,0.84149,26.562
5585,0.017792,73950,83158,1.6238,0.19565,1.5505,0.83858,26.562
5586,0.0053375,74087,83303,1.6241,0.19572,1.5507,0.82953,26.561
5587,0.0016012,74223,83448,1.6243,0.19579,1.551,0.81956,26.56
5588,0.00048037,74359,83594,1.6245,0.19594,1.5512,0.80046,26.559
5589,0.00014411,74496,83739,1.6247,0.19584,1.5514,0.8139,26.559
5590,0.0001,74632,83885,1.625,0.19562,1.5516,0.84259,26.561
5591,39.058,74768,84030,1.6252,0.19563,1.5519,0.84091,26.562
5592,11.717,74904,84175,1.6255,0.1955,1.5521,0.85829,26.563
5593,83.259,75040,84321,1.6257,0.19538,1.5524,0.87471,26.566
5594,45.915,75177,84466,1.626,0.19538,1.5526,0.87493,26.569
5595,13.774,75313,84611,1.6263,0.19539,1.5529,0.87339,26.572
5596,44.541,75449,84757,1.6265,0.19529,1.5531,0.88714,26.575
5597,13.362,75585,84902,1.6268,0.19518,1.5534,0.90183,26.579
5598,80.839,75721,85048,1.627,0.19489,1.5536,0.94019,26.584
5599,47.265,75856,85192,1.6273,0.19476,1.5539,0.95742,26.589
5600,14.179,75988,85333,1.6276,0.1945,1.5541,0.99157,26.597
5601,46.057,76100,85454,1.6279,0.19377,1.5544,1.089,26.611
5602,13.817,76202,85565,1.6281,0.19357,1.5546,1.1159,26.627
5603,80.017,76298,85671,1.6283,0.19352,1.5548,1.1225,26.644
5604,49.233,76392,85774,1.6286,0.19324,1.5551,1.1597,26.663
5605,14.77,76487,85878,1.6288,0.19343,1.5553,1.1342,26.681
5606,46.249,76585,85985,1.629,0.19359,1.5555,1.1134,26.698
5607,13.875,76688,86097,1.6292,0.19378,1.5557,1.0883,26.713
5608,79.702,76796,86214,1.6295,0.19398,1.5559,1.061,26.727
5609,45.188,76906,86334,1.6297,0.19411,1.5562,1.0431,26.742
5610,13.556,77017,86454,1.63,0.19415,1.5564,1.0388,26.757
5611,40.456,77128,86575,1.6303,0.1942,1.5567,1.0312,26.772
5612,12.137,77237,86693,1.6305,0.19425,1.557,1.0253,26.787
5613,71.297,77343,86808,1.6308,0.19406,1.5572,1.05,26.803
5614,37.451,77446,86921,1.6311,0.19395,1.5575,1.0652,26.82
5615,11.235,77546,87030,1.6313,0.19373,1.5577,1.0939,26.839
5616,34.541,77644,87138,1.6316,0.19359,1.558,1.1127,26.859
5617,10.362,77743,87246,1.6319,0.19343,1.5583,1.1339,26.88
5618,65.85,77843,87356,1.6322,0.19354,1.5586,1.1188,26.899
5619,19.755,77947,87468,1.6326,0.19374,1.5589,1.0924,26.918
5620,111.28,78053,87584,1.6329,0.19384,1.5592,1.0786,26.937
5621,72.391,78161,87702,1.6332,0.19384,1.5595,1.079,26.956
5622,30.642,78270,87821,1.6336,0.19385,1.5599,1.0767,26.975
5623,9.1926,78380,87941,1.6339,0.19374,1.5602,1.0919,26.994
5624,2.7578,78489,88060,1.6343,0.1936,1.5606,1.1104,27.014
5625,0.82733,78597,88177,1.6347,0.19353,1.5609,1.1199,27.034
5626,0.2482,78704,88294,1.635,0.19355,1.5613,1.1173,27.054
5627,0.07446,78809,88409,1.6354,0.19352,1.5616,1.1215,27.075
5628,32.347,78913,88523,1.6357,0.19352,1.5619,1.1206,27.096
5629,9.7042,79016,88636,1.636,0.19344,1.5623,1.1313,27.116
5630,67.75,79119,88749,1.6364,0.19344,1.5626,1.1319,27.136
5631,20.325,78477,88011,1.6272,0.19143,1.5538,1.4014,27.173
5632,124.32,77832,87272,1.6137,0.19119,1.5408,1.4367,27.213
5633,82.825,77184,86529,1.6,0.19117,1.5277,1.443,27.255
5634,45.755,76533,85783,1.5863,0.19111,1.5145,1.4539,27.298
5635,13.726,75880,85035,1.5726,0.19115,1.5014,1.4529,27.343
5636,45.173,75227,84287,1.559,0.19145,1.4883,1.4158,27.386
5637,13.552,74577,83542,1.5454,0.19159,1.4753,1.4012,27.43
5638,83.083,73930,82801,1.5318,0.19172,1.4622,1.3877,27.472
5639,50.637,73286,82062,1.5182,0.19202,1.4492,1.3506,27.512
5640,15.191,72644,81325,1.5046,0.19221,1.4362,1.3294,27.552
5641,49.763,72697,81387,1.5009,0.19238,1.4326,1.3078,27.591
5642,23.449,72750,81450,1.5012,0.19243,1.4329,1.3009,27.63
5643,7.0346,72803,81513,1.5017,0.19241,1.4334,1.3032,27.668
5644,24.1,72857,81577,1.5022,0.19241,1.4339,1.3036,27.706
5645,7.2299,72913,81642,1.5027,0.19254,1.4343,1.2864,27.743
5646,53.9,72969,81708,1.5032,0.19281,1.4348,1.2506,27.779
5647,16.17,73025,81774,1.5036,0.19291,1.4353,1.2362,27.815
5648,102.14,73081,81840,1.5041,0.19289,1.4357,1.2388,27.85
5649,55.64,73137,81905,1.5046,0.19296,1.4361,1.2297,27.886
5650,16.692,73192,81970,1.505,0.19303,1.4365,1.2197,27.921
5651,48.171,73245,82033,1.5054,0.19301,1.4369,1.2227,27.957
5652,14.451,73299,82096,1.5058,0.19307,1.4373,1.2148,27.992
5653,89.568,73352,82159,1.5062,0.19308,1.4377,1.2135,28.027
5654,47.036,73405,82221,1.5067,0.19305,1.4381,1.2173,28.062
5655,14.111,73459,82285,1.5071,0.19313,1.4385,1.2066,28.097
5656,42.43,73513,82348,1.5075,0.19315,1.4389,1.2035,28.131
5657,12.729,73567,82412,1.5079,0.19321,1.4393,1.195,28.164
5658,81.48,73621,82476,1.5083,0.19326,1.4397,1.1894,28.197
5659,40.135,73676,82540,1.5087,0.19315,1.4401,1.2029,28.23
5660,12.04,73730,82603,1.5091,0.19313,1.4405,1.2063,28.264
5661,38.638,73783,82666,1.5095,0.19309,1.4409,1.211,28.298
5662,11.591,73836,82728,1.5099,0.19301,1.4413,1.2214,28.333
5663,79.272,73888,82790,1.5103,0.19302,1.4417,1.2201,28.368
5664,43.044,73941,82853,1.5108,0.19304,1.4421,1.2177,28.402
5665,12.913,73994,82916,1.5112,0.1931,1.4425,1.21,28.436
5666,43.417,74048,82979,1.5116,0.1932,1.4429,1.1956,28.468
5667,13.025,74103,83044,1.512,0.19314,1.4433,1.2032,28.501
5668,84.039,74159,83110,1.5124,0.19316,1.4437,1.2008,28.532
5669,44.67,74215,83176,1.5128,0.19325,1.444,1.1892,28.563
5670,13.401,74272,83242,1.5132,0.19326,1.4444,1.1878,28.595
5671,43.798,74328,83307,1.5136,0.19338,1.4448,1.1714,28.627
5672,13.139,74383,83372,1.514,0.19332,1.4452,1.1794,28.659
5673,83.714,74437,83436,1.5144,0.19335,1.4455,1.1757,28.69
5674,43.89,74491,83500,1.5147,0.19323,1.4459,1.1912,28.722
5675,13.167,74545,83562,1.5151,0.19322,1.4462,1.193,28.753
5676,41.501,74597,83624,1.5154,0.19315,1.4465,1.2018,28.785
5677,12.45,74650,83686,1.5158,0.193,1.4469,1.2211,28.818
5678,80.549,74702,83748,1.5161,0.19281,1.4472,1.2463,28.851
5679,42.811,74755,83811,1.5165,0.19284,1.4476,1.2429,28.883
5680,12.843,74808,83873,1.5168,0.19292,1.4479,1.2314,28.915
5681,42.919,74862,83936,1.5172,0.19291,1.4482,1.2333,28.946
5682,12.876,74916,84000,1.5176,0.19292,1.4486,1.2318,28.977
5683,82.699,74970,84064,1.5179,0.19296,1.4489,1.2268,29.008
5684,41.219,75024,84128,1.5182,0.19306,1.4492,1.2133,29.038
5685,12.366,75078,84191,1.5186,0.19304,1.4496,1.2158,29.068
5686,38.434,75132,84254,1.5189,0.19281,1.4499,1.2454,29.098
5687,11.53,75185,84316,1.5193,0.19274,1.4502,1.2554,29.129
5688,76.883,75236,84378,1.5196,0.19258,1.4506,1.2757,29.16
5689,41.584,75287,84438,1.52,0.19253,1.4509,1.2831,29.19
5690,12.475,75338,84498,1.5203,0.19243,1.4512,1.2961,29.221
5691,43.007,75389,84559,1.5206,0.19241,1.4515,1.299,29.253
5692,12.902,75440,84619,1.5209,0.19256,1.4518,1.279,29.284
5693,80.722,75492,84680,1.5212,0.19257,1.4521,1.2772,29.313
5694,44.283,75544,84742,1.5215,0.19256,1.4524,1.279,29.342
5695,13.285,75596,84803,1.5218,0.19237,1.4527,1.3043,29.371
5696,42.688,75647,84864,1.5221,0.19241,1.453,1.2978,29.402
5697,12.807,75698,84925,1.5224,0.19244,1.4533,1.2944,29.432
5698,78.742,75749,84985,1.5228,0.19234,1.4536,1.3074,29.463
5699,46.988,75799,85044,1.5231,0.19235,1.4539,1.3056,29.494
5700,14.096,75849,85104,1.5234,0.19218,1.4542,1.3289,29.525
5701,47.046,75900,85164,1.5237,0.19218,1.4545,1.328,29.557
5702,14.114,75951,85225,1.5241,0.19212,1.4548,1.336,29.589
5703,81.861,76003,85286,1.5244,0.19214,1.4552,1.3336,29.62
5704,49.077,76055,85348,1.5247,0.1922,1.4555,1.325,29.65
5705,14.723,76107,85410,1.5251,0.19226,1.4558,1.3172,29.681
5706,44.731,76159,85471,1.5254,0.19218,1.4561,1.3284,29.712
5707,13.419,76209,85532,1.5258,0.19221,1.4565,1.3232,29.743
5708,76.022,76260,85592,1.5261,0.19227,1.4568,1.3159,29.775
5709,46.617,76310,85652,1.5265,0.1923,1.4572,1.3111,29.806
5710,13.985,76360,85712,1.5269,0.19228,1.4575,1.3138,29.836
5711,41.247,76412,85773,1.5272,0.19226,1.4578,1.3173,29.866
5712,12.374,76464,85834,1.5275,0.19237,1.4581,1.3026,29.894
5713,67.522,76516,85896,1.5278,0.1923,1.4584,1.3117,29.923
5714,38.451,76569,85958,1.5281,0.19241,1.4587,1.296,29.952
5715,11.535,76621,86020,1.5285,0.19237,1.4591,1.3015,29.982
5716,34.004,76673,86082,1.5288,0.19238,1.4594,1.301,30.012
5717,10.201,76724,86143,1.5292,0.19228,1.4598,1.3141,30.043
5718,60.41,76775,86204,1.5296,0.19226,1.4602,1.3156,30.073
5719,31.444,76825,86264,1.53,0.19242,1.4605,1.2944,30.104
5720,9.4332,76876,86324,1.5304,0.19253,1.4609,1.2806,30.134
5721,27.757,76927,86385,1.5307,0.19254,1.4612,1.2791,30.164
5722,8.3272,76977,86445,1.5311,0.19272,1.4616,1.2542,30.193
5723,51.86,77028,86505,1.5314,0.19265,1.4619,1.2645,30.222
5724,22.964,77078,86565,1.5317,0.19261,1.4622,1.2688,30.25
5725,6.8893,77128,86625,1.532,0.19244,1.4625,1.292,30.28
