date,vsf,eb,edo,eco2,tg,p
1771,0.06255,96.129,7.6121,1.7006,45.7905,0.097791
1772,0.06255,95.5958,7.721,1.7571,46.4511,0.10686
1773,0.0626,95.7561,7.8276,1.6273,47.098,0.11584
1774,0.06275,95.7525,7.933,1.6388,47.738,0.12462
1775,0.0629,95.6188,8.0389,1.6596,48.3811,0.13325
1776,0.063,95.9849,8.1443,1.8041,49.0214,0.14181
1777,0.0631,95.7666,8.248,1.8019,49.6519,0.15023
1778,0.06325,95.5287,8.3513,1.7261,50.2799,0.15846
1779,0.06345,95.3833,8.4549,1.8074,50.9102,0.16658
1780,0.0636,95.591,8.5579,1.7228,51.5373,0.17463
1781,0.06375,95.5668,8.6599,1.8059,52.1581,0.18257
1782,0.0639,95.2821,8.7619,1.9579,52.7794,0.19038
1783,0.0641,95.5961,8.864,1.8329,53.4009,0.19815
1784,0.0644,95.4856,8.9648,1.8985,54.0156,0.20588
1785,0.06475,95.6659,9.065,1.8956,54.6262,0.21345
1786,0.0651,95.3579,9.1656,1.8741,55.2402,0.22086
1787,0.0655,95.4529,9.2665,1.8375,55.8557,0.22818
1788,0.06595,95.2328,9.367,1.803,56.4688,0.23537
1789,0.0663,95.2901,9.4679,1.9089,57.0855,0.2424
1790,0.06665,95.45,9.5696,1.8984,57.7067,0.24935
1791,0.06695,95.4667,9.6707,1.8894,58.3246,0.25625
1792,0.06715,95.2141,9.7714,2.0166,58.94,0.263
1793,0.06725,95.579,9.8724,1.9433,59.5581,0.26964
1794,0.06725,95.1212,9.9732,2.0171,60.1749,0.27628
1795,0.0673,95.3407,10.0729,2.0436,60.7849,0.28291
1796,0.0674,95.132,10.1721,2.015,61.3925,0.28952
1797,0.06755,95.0112,10.2711,2.0703,61.999,0.29619
1798,0.0677,95.3709,10.3688,2.1597,62.598,0.3029
1799,0.0678,95.09,10.4655,1.9875,63.191,0.30954
1800,0.0679,94.9599,10.5623,2.0522,63.7844,0.31611
1801,0.06805,94.9594,10.6585,2.0704,64.3751,0.32271
1802,0.0682,95.031,10.7537,2.0268,64.9596,0.32928
1803,0.06835,94.9357,10.8488,2.1287,65.5435,0.33579
1804,0.06845,94.9196,10.9439,2.1912,66.1279,0.34233
1805,0.0686,94.8772,11.0378,2.2896,66.7053,0.34893
1806,0.0687,94.7233,11.1307,2.2541,67.2769,0.35544
1807,0.06885,94.8424,11.2237,2.2526,67.849,0.36189
1808,0.0689,94.5744,11.3163,2.1335,68.4187,0.36836
1809,0.069,94.7945,11.4077,2.2569,68.9819,0.37482
1810,0.06905,94.8004,11.499,2.2954,69.5439,0.38123
1811,0.06905,94.8209,11.59,2.2269,70.1048,0.3877
1812,0.06915,94.9173,11.6796,2.2922,70.6576,0.39426
1813,0.06935,94.5471,11.7683,2.1707,71.2044,0.40076
1814,0.0696,94.5035,11.857,2.3278,71.7518,0.40721
1815,0.0698,95.023,11.9453,2.1802,72.2972,0.41366
1816,0.07,95.1192,12.0329,2.2058,72.8383,0.42004
1817,0.07015,94.7794,12.1206,2.2748,73.3803,0.42631
1818,0.0703,94.5076,12.2083,2.32,73.9222,0.43259
1819,0.0704,94.6873,12.2951,2.4641,74.4588,0.43887
1820,0.07045,94.592,12.3813,2.4008,74.9925,0.44509
1821,0.07045,94.1871,12.4674,2.3541,75.5254,0.45131
1822,0.0705,94.533,12.5527,2.4308,76.0533,0.4576
1823,0.07055,94.4848,12.6369,2.3944,76.575,0.46391
1824,0.0706,94.5529,12.7207,2.3626,77.0945,0.47021
1825,0.0706,94.4767,12.8039,2.3887,77.6106,0.47658
1826,0.0707,93.8663,12.8861,2.4137,78.1204,0.48299
1827,0.0707,94.2349,12.9677,2.4691,78.6266,0.48938
1828,0.07075,94.158,13.0487,2.4642,79.13,0.49579
1829,0.0708,94.2561,13.129,2.4891,79.6285,0.50226
1830,0.07095,94.057,13.2085,2.51,80.1225,0.50871
1831,0.07115,94.2951,13.2876,2.3537,80.6145,0.51515
1832,0.0713,94.1626,13.3663,2.5533,81.1043,0.52158
1833,0.0714,94.3921,13.4446,2.4992,81.5914,0.52796
1834,0.0715,94.1518,13.5226,2.5376,82.0767,0.5343
1835,0.07155,94.3447,13.6001,2.5963,82.5596,0.54063
1836,0.07165,93.9994,13.677,2.5685,83.0387,0.54698
1837,0.07175,93.8927,13.7533,2.5464,83.5146,0.55331
1838,0.0719,94.0258,13.8292,2.6738,83.988,0.55964
1839,0.0721,94.2749,13.9047,2.6231,84.4586,0.56595
1840,0.0724,94.342,13.9797,2.554,84.9272,0.57221
1841,0.0727,94.0218,14.0547,2.6203,85.3955,0.57837
1842,0.07295,94.3571,14.1297,2.5933,85.8641,0.58443
1843,0.0732,94.0523,14.2047,2.7826,86.3326,0.59038
1844,0.0734,94.0681,14.2796,2.5778,86.8012,0.59624
1845,0.07355,93.9761,14.3544,2.7351,87.2694,0.60202
1846,0.0736,93.9127,14.429,2.6063,87.7361,0.60776
1847,0.0737,94.0338,14.5032,2.6156,88.2005,0.6135
1848,0.0738,94.0708,14.5768,2.6365,88.6621,0.61926
1849,0.07395,93.9265,14.65,2.6179,89.1208,0.62503
1850,0.07405,93.4974,14.7228,2.71,89.5771,0.6308
1851,0.0742,94.2907,14.7951,2.6729,90.031,0.63657
1852,0.0743,93.7568,14.8671,2.7286,90.4826,0.64234
1853,0.0744,94.2232,14.9386,2.7688,90.9318,0.6481
1854,0.07455,94.0594,15.0097,2.6175,91.3785,0.65388
1855,0.07475,93.4296,15.0804,2.6418,91.8229,0.65964
1856,0.0749,93.8576,15.1508,2.8279,92.2656,0.66538
1857,0.07505,93.8834,15.2209,2.7279,92.7068,0.67108
1858,0.0751,93.9577,15.2908,2.7136,93.1464,0.67676
1859,0.07515,93.9124,15.3602,2.7568,93.5835,0.68245
1860,0.07515,93.8988,15.4291,2.8005,94.0175,0.68818
1861,0.0751,93.8409,15.4973,2.7275,94.4477,0.69397
1862,0.07505,93.8533,15.5648,2.8134,94.8734,0.69986
1863,0.07505,94.0578,15.6315,2.846,95.2942,0.70586
1864,0.07515,93.8554,15.6974,2.8273,95.7101,0.71196
1865,0.0753,93.7283,15.7627,2.8353,96.1223,0.71811
1866,0.0755,93.7443,15.8275,2.7606,96.5319,0.72426
1867,0.07575,93.8299,15.892,2.8145,96.94,0.73036
1868,0.07605,93.6978,15.9565,2.7975,97.3474,0.73638
1869,0.07625,93.5486,16.0209,2.8822,97.7551,0.74227
1870,0.07645,93.486,16.0853,2.8653,98.163,0.74805
1871,0.0766,93.6886,16.1496,2.8657,98.5703,0.75375
1872,0.07685,93.7823,16.2138,2.8663,98.9768,0.7594
1873,0.07705,93.8146,16.2778,2.8945,99.3825,0.76497
1874,0.0772,93.7248,16.3417,2.8668,99.7878,0.77047
1875,0.07735,93.4322,16.4054,2.9091,100.1922,0.77592
1876,0.0775,93.6714,16.4689,2.8526,100.5952,0.78134
1877,0.07765,93.3477,16.5321,2.9606,100.9967,0.78674
1878,0.0779,93.4736,16.595,2.9005,101.3966,0.79211
1879,0.0782,93.2452,16.6578,2.8889,101.7957,0.79743
1880,0.0785,93.667,16.7206,3.0319,102.195,0.80265
1881,0.0789,93.4954,16.7834,2.9267,102.5952,0.80773
1882,0.0793,93.5452,16.8465,3.0218,102.997,0.81266
1883,0.0796,93.3385,16.91,3.0016,103.4013,0.81739
1884,0.0798,93.3832,16.9738,3.1415,103.8077,0.82195
1885,0.08005,93.1295,17.0376,2.9009,104.2149,0.82643
1886,0.08035,93.068,17.1014,3.0648,104.622,0.83085
1887,0.08055,93.0875,17.1653,3.0766,105.0297,0.83519
1888,0.0807,93.536,17.2291,3.0946,105.4375,0.83947
1889,0.0809,93.2753,17.2928,3.0621,105.8445,0.84375
1890,0.0811,93.139,17.3563,3.0629,106.2505,0.84802
1891,0.08125,93.0859,17.4197,3.1457,106.6556,0.85229
1892,0.0813,92.9732,17.4828,3.028,107.0596,0.85657
1893,0.0814,93.351,17.5455,3.0517,107.4614,0.8609
1894,0.08145,93.2814,17.6078,3.1075,107.8606,0.86532
1895,0.08155,93.1785,17.6696,3.1363,108.2568,0.86982
1896,0.08165,93.1605,17.731,3.0116,108.6502,0.8744
1897,0.0817,93.286,17.7919,3.1426,109.0409,0.87906
1898,0.08165,93.2451,17.8523,3.1487,109.4287,0.88379
1899,0.08155,93.2894,17.912,3.1453,109.8125,0.88865
1900,0.0814,92.8701,17.971,3.147,110.1913,0.89369
1901,0.0812,92.9235,18.0289,3.1354,110.5641,0.89895
1902,0.081,93.2273,18.0858,3.2693,110.93,0.90447
1903,0.0809,93.2058,18.1415,3.2817,111.2884,0.91029
1904,0.08085,93.1995,18.196,3.1391,111.6398,0.91634
1905,0.08075,93.0312,18.2497,3.2207,111.9854,0.92258
1906,0.0806,93.0441,18.3024,3.2175,112.3254,0.92897
1907,0.08055,92.9431,18.3542,3.2628,112.6595,0.93556
1908,0.08045,92.986,18.4051,3.2147,112.9878,0.9423
1909,0.0804,93.2161,18.4551,3.2,113.3107,0.94919
1910,0.0803,93.0326,18.5043,3.2377,113.6285,0.9562
1911,0.08025,93.0171,18.5526,3.1599,113.941,0.96335
1912,0.08025,93.0381,18.6001,3.2358,114.2484,0.97061
1913,0.0803,92.6847,18.647,3.1461,114.5514,0.97794
1914,0.0804,93.2926,18.6932,3.3502,114.8508,0.98529
1915,0.0804,92.8515,18.739,3.2409,115.1477,0.99259
1916,0.0804,93.2884,18.7844,3.3193,115.4417,0.99987
1917,0.08045,92.9214,18.8293,3.3993,115.7326,1.0071
1918,0.0806,93.0231,18.8736,3.2367,116.0204,1.0144
1919,0.08075,92.8223,18.9177,3.2746,116.3062,1.0216
1920,0.08095,93.1599,18.9615,3.2657,116.5909,1.0287
1921,0.0811,92.894,19.0053,3.2887,116.8752,1.0356
1922,0.08125,92.8638,19.049,3.3717,117.1592,1.0423
1923,0.08135,92.942,19.0925,3.2059,117.4426,1.0489
1924,0.08145,93.0213,19.1359,3.3929,117.725,1.0554
1925,0.08155,92.6532,19.1791,3.3756,118.006,1.0619
1926,0.08165,92.588,19.222,3.3501,118.2856,1.0682
1927,0.0817,92.9208,19.2647,3.3827,118.5635,1.0745
1928,0.08185,92.84,19.307,3.3299,118.8395,1.0808
1929,0.08195,92.4881,19.349,3.4381,119.1138,1.0869
1930,0.08215,92.9279,19.3909,3.3705,119.387,1.0931
1931,0.08235,92.6539,19.4326,3.3345,119.6594,1.0991
1932,0.0826,92.82,19.4743,3.3534,119.9318,1.1049
1933,0.08275,92.9167,19.5161,3.4678,120.2048,1.1105
1934,0.0829,92.8628,19.5579,3.3917,120.4783,1.116
1935,0.08315,92.5824,19.5996,3.38,120.7515,1.1213
1936,0.0834,92.6691,19.6414,3.429,121.025,1.1266
1937,0.0837,92.8097,19.6833,3.4007,121.2995,1.1316
1938,0.08395,92.8409,19.7254,3.4343,121.5755,1.1364
1939,0.08415,92.7142,19.7677,3.4089,121.8532,1.1409
1940,0.08435,92.8547,19.8102,3.4552,122.1319,1.1454
1941,0.0846,92.738,19.8528,3.5119,122.4111,1.1497
1942,0.08485,92.6534,19.8954,3.4119,122.6911,1.1538
1943,0.08505,92.427,19.9382,3.4827,122.9721,1.1578
1944,0.08525,92.579,19.981,3.4242,123.254,1.1617
1945,0.0854,92.6394,20.024,3.4346,123.5363,1.1655
1946,0.08555,92.675,20.0668,3.4579,123.8186,1.1692
1947,0.08565,92.4838,20.1096,3.4515,124.1004,1.1729
1948,0.0857,92.4563,20.1523,3.439,124.3812,1.1766
1949,0.08575,92.649,20.1946,3.3954,124.6601,1.1804
1950,0.0857,92.6704,20.2365,3.4222,124.9366,1.1843
1951,0.0857,92.457,20.2779,3.5256,125.2098,1.1884
1952,0.0856,92.3258,20.3187,3.5871,125.4792,1.1927
1953,0.08555,92.4433,20.3588,3.4296,125.7443,1.1971
1954,0.08555,92.4714,20.3982,3.4807,126.0047,1.2018
1955,0.0855,92.537,20.4369,3.5625,126.2608,1.2067
1956,0.0854,91.8805,20.475,3.5152,126.5129,1.2118
1957,0.08525,92.6747,20.5124,3.5981,126.7604,1.2171
1958,0.08505,92.1334,20.5489,3.4864,127.0024,1.2227
1959,0.0849,92.2873,20.5844,3.5123,127.2379,1.2286
1960,0.0848,92.1737,20.6189,3.4356,127.4668,1.2349
1961,0.0847,92.3051,20.6525,3.4863,127.6896,1.2414
1962,0.08455,92.2166,20.6853,3.6229,127.907,1.2482
1963,0.0845,92.5083,20.7171,3.5743,128.1187,1.2552
1964,0.08445,92.6817,20.7482,3.5322,128.3251,1.2624
1965,0.0845,92.293,20.7785,3.5835,128.527,1.2698
1966,0.0845,92.325,20.8083,3.5317,128.7254,1.2772
1967,0.08455,92.2293,20.8377,3.6058,128.9209,1.2846
1968,0.0846,92.5452,20.8667,3.4694,129.1139,1.292
1969,0.0846,92.2247,20.8953,3.648,129.3048,1.2993
1970,0.08465,92.403,20.9235,3.5946,129.4932,1.3066
1971,0.0846,92.2687,20.9514,3.6255,129.6795,1.3139
1972,0.08465,92.3469,20.9789,3.5554,129.8629,1.3212
1973,0.08475,92.4583,21.006,3.5237,130.0436,1.3284
1974,0.0848,92.5129,21.0327,3.5255,130.2225,1.3356
1975,0.08485,92.1695,21.0593,3.4902,130.3999,1.3427
1976,0.085,92.2083,21.0855,3.6183,130.5756,1.3497
1977,0.0851,92.2514,21.1116,3.5238,130.7502,1.3566
1978,0.08525,92.2466,21.1376,3.6888,130.9244,1.3633
1979,0.0854,92.4581,21.1636,3.5868,131.0984,1.3698
1980,0.0855,92.2532,21.1895,3.7009,131.2725,1.3761
1981,0.08565,92.1993,21.2155,3.6259,131.4465,1.3821
1982,0.08585,91.936,21.2414,3.5714,131.6204,1.3881
1983,0.086,92.2578,21.2673,3.6433,131.7948,1.3937
1984,0.0862,92.385,21.2934,3.7356,131.97,1.3992
1985,0.0863,92.4458,21.3196,3.6207,132.146,1.4044
1986,0.08645,92.4061,21.3458,3.6296,132.3225,1.4094
1987,0.0866,92.1679,21.3721,3.676,132.499,1.4143
1988,0.08675,92.1326,21.3983,3.6856,132.6758,1.4191
1989,0.087,92.4781,21.4246,3.6341,132.8527,1.4237
1990,0.0873,91.8062,21.451,3.7,133.0307,1.428
1991,0.0877,92.4264,21.4777,3.6247,133.2108,1.4321
1992,0.088,92.2266,21.5049,3.6627,133.3947,1.4358
1993,0.0882,92.0213,21.5328,3.7444,133.5826,1.439
1994,0.08835,92.2558,21.561,3.7363,133.7733,1.4419
1995,0.08845,92.0173,21.5894,3.7734,133.9654,1.4446
1996,0.08845,92.3366,21.6179,3.7254,134.1576,1.4473
1997,0.08855,92.4253,21.6461,3.7392,134.3487,1.4501
1998,0.08865,92.4041,21.6741,3.6568,134.538,1.4529
1999,0.08875,92.0854,21.7018,3.7256,134.7261,1.4558
2000,0.08885,91.954,21.7294,3.7395,134.9132,1.4588
2001,0.0889,91.9456,21.7569,3.6992,135.0993,1.4617
2002,0.089,91.9044,21.7841,3.8062,135.2841,1.4648
2003,0.0891,91.9619,21.8112,3.8006,135.4675,1.4678
2004,0.08915,91.6908,21.838,3.6987,135.6498,1.4709
2005,0.0893,92.1189,21.8647,3.6569,135.8309,1.474
2006,0.0895,92.1397,21.8911,3.6341,136.011,1.4772
2007,0.0897,91.9928,21.9176,3.7406,136.1912,1.4802
2008,0.08985,91.87,21.9442,3.684,136.3724,1.4831
2009,0.08995,92.0013,21.971,3.7007,136.5542,1.4858
2010,0.08995,91.885,21.9977,3.8156,136.7362,1.4885
2011,0.0899,91.926,22.0242,3.694,136.9169,1.4913
2012,0.08995,92.0714,22.0502,3.7711,137.0948,1.4942
2013,0.0901,92.0722,22.0759,3.7183,137.27,1.4973
2014,0.09035,91.7458,22.1014,3.6852,137.4438,1.5004
2015,0.09065,92.1075,22.1268,3.8316,137.6179,1.5035
2016,0.091,91.8285,22.1526,3.8187,137.7941,1.5062
2017,0.09125,91.7108,22.1788,3.813,137.9735,1.5087
2018,0.09155,91.4573,22.2055,3.7846,138.1562,1.5107
2019,0.09185,91.6477,22.2326,3.7749,138.3419,1.5126
2020,0.09215,91.8637,22.2602,3.783,138.5307,1.5141
2021,0.09245,91.7229,22.2882,3.8339,138.7228,1.5153
2022,0.09265,91.5157,22.3167,3.7906,138.918,1.5163
2023,0.0928,91.9767,22.3455,3.75,139.1156,1.5171
2024,0.09295,92.0683,22.3744,3.7512,139.3144,1.5179
2025,0.093,91.7596,22.4034,3.8913,139.5135,1.5187
2026,0.093,91.841,22.4323,3.8145,139.712,1.5196
2027,0.093,92.0018,22.4609,3.7144,139.9084,1.5207
2028,0.0931,91.6885,22.489,3.7852,140.1019,1.522
2029,0.09315,91.65,22.5168,3.7992,140.2931,1.5236
2030,0.09325,91.867,22.5442,3.8559,140.4824,1.5254
2031,0.0933,91.7405,22.5714,3.9177,140.6699,1.5272
2032,0.0933,91.685,22.5984,3.9135,140.8558,1.5293
2033,0.0932,91.6854,22.625,3.832,141.0392,1.5315
2034,0.09305,91.7699,22.651,3.8248,141.2191,1.534
2035,0.09295,91.934,22.6763,3.8725,141.394,1.5369
2036,0.09285,91.8345,22.7008,3.8881,141.5634,1.5403
2037,0.09285,91.9696,22.7245,3.8748,141.7275,1.5441
2038,0.0928,91.9548,22.7476,3.8576,141.8871,1.5481
2039,0.0928,91.7941,22.77,3.8145,142.0428,1.5525
2040,0.0928,91.6779,22.792,3.8127,142.1948,1.557
2041,0.0928,91.636,22.8134,3.8601,142.3437,1.5617
2042,0.09285,91.8253,22.8344,3.8255,142.4895,1.5666
2043,0.093,91.9002,22.8551,3.8032,142.6329,1.5715
2044,0.09315,91.8031,22.8755,3.8845,142.775,1.5764
2045,0.0934,91.8159,22.8959,3.7797,142.917,1.5811
2046,0.09365,91.5786,22.9165,3.8817,143.06,1.5856
2047,0.09395,91.5454,22.9373,3.9382,143.2051,1.5898
2048,0.0942,91.2913,22.9586,3.883,143.353,1.5936
2049,0.09455,91.9267,22.9803,3.8428,143.5041,1.5969
2050,0.0949,91.4617,23.0024,3.8561,143.6587,1.5998
2051,0.09535,91.6605,23.0252,3.8926,143.8176,1.6023
2052,0.09575,91.7804,23.0487,3.8787,143.9818,1.6042
2053,0.0962,91.5607,23.0731,3.8413,144.1519,1.6056
2054,0.0966,91.26,23.0983,3.9544,144.3279,1.6064
2055,0.09695,91.1944,23.1244,3.9691,144.51,1.6067
2056,0.0973,91.6836,23.1511,3.9013,144.6973,1.6067
2057,0.0976,91.2887,23.1786,3.9634,144.8891,1.6062
2058,0.0979,91.472,23.2065,3.9091,145.0848,1.6056
2059,0.09815,91.5585,23.2349,4.0156,145.2838,1.6048
2060,0.09835,91.6041,23.2637,3.8675,145.4856,1.6038
2061,0.09855,91.4246,23.2927,3.8683,145.6891,1.6028
2062,0.0988,91.4403,23.3219,3.9928,145.8937,1.6018
2063,0.09895,91.3468,23.3512,3.9884,146.0996,1.6008
2064,0.09905,91.352,23.3807,3.9517,146.3064,1.5998
2065,0.09905,91.238,23.4101,4.0014,146.5129,1.599
2066,0.09905,91.2166,23.4392,4.0593,146.7177,1.5984
2067,0.099,91.2734,23.4679,3.9274,146.9196,1.5981
2068,0.0989,91.2231,23.496,3.9127,147.118,1.5982
2069,0.0987,91.3096,23.5236,4.1068,147.3119,1.5987
2070,0.09855,91.3906,23.5502,3.9404,147.5,1.5998
2071,0.0983,91.3058,23.576,3.8344,147.6815,1.6014
2072,0.09815,91.4579,23.6006,4.0073,147.8558,1.6037
2073,0.09805,91.2734,23.6243,3.9176,148.0227,1.6066
2074,0.098,91.5308,23.647,3.9692,148.1832,1.61
2075,0.0979,91.1498,23.6689,3.9446,148.3384,1.6138
2076,0.09785,91.343,23.6901,3.9751,148.4887,1.6179
2077,0.0978,91.0985,23.7107,4.0445,148.6342,1.6223
2078,0.09775,91.1895,23.7306,4.0355,148.7755,1.627
2079,0.09765,91.1623,23.7499,3.9671,148.9127,1.632
2080,0.09765,91.402,23.7686,3.9323,149.0455,1.6372
2081,0.09765,91.2697,23.7867,4.1332,149.1742,1.6426
2082,0.09755,91.1915,23.8044,4.0275,149.2995,1.6482
2083,0.09755,91.3397,23.8215,3.922,149.4212,1.654
2084,0.0976,91.3172,23.838,4.0491,149.5391,1.6599
2085,0.0977,91.258,23.8542,4.0221,149.6542,1.6659
2086,0.0978,91.1172,23.8701,4.0041,149.7677,1.6719
2087,0.09785,91.4322,23.8859,4.0546,149.8804,1.6777
2088,0.09795,91.3409,23.9016,3.9884,149.9923,1.6834
2089,0.0981,91.4188,23.9171,4.0151,150.1032,1.6891
2090,0.09815,91.5308,23.9326,3.9316,150.214,1.6945
2091,0.09825,91.098,23.9481,4.0389,150.3246,1.6998
2092,0.09825,91.3455,23.9634,4.0241,150.4344,1.7049
2093,0.0982,91.0966,23.9786,3.8781,150.5431,1.7101
2094,0.0982,91.2532,23.9934,3.8844,150.6492,1.7153
2095,0.098275,91.3184,24.0078,4.0836,150.7524,1.7207
2096,0.09825,91.0652,24.0219,3.9956,150.8534,1.7261
2097,0.098175,91.0819,24.0356,4.0337,150.9523,1.7316
2098,0.0981,91.3439,24.049,3.9762,151.048,1.7372
2099,0.098125,91.3244,24.0617,4.0406,151.1398,1.7431
2100,0.0981,91.4636,24.074,3.9896,151.2281,1.7491
2101,0.098075,91.0039,24.0859,4.1401,151.3136,1.7552
2102,0.09815,91.4108,24.0973,4.097,151.3961,1.7615
2103,0.098175,91.3967,24.1084,3.9252,151.4763,1.7677
2104,0.0982,91.5583,24.1193,4.144,151.5549,1.7739
2105,0.098275,91.308,24.13,4.0486,151.6317,1.7801
2106,0.09835,91.341,24.1404,4.0783,151.7072,1.7862
2107,0.098475,91.308,24.1507,4.1221,151.7817,1.7922
2108,0.09865,91.1423,24.161,4.0873,151.856,1.798
2109,0.098825,91.365,24.1713,4.133,151.931,1.8035
2110,0.09905,91.0303,24.1819,4.0148,152.0074,1.8087
2111,0.099325,91.1187,24.1927,3.9997,152.086,1.8134
2112,0.09965,91.2592,24.204,4.0899,152.1678,1.8175
2113,0.0549,96.1797,7.139,1.6999,42.1373,0.08694
2114,0.0551,95.9708,7.2304,1.691,42.6861,0.097228
2115,0.0552,96.0022,7.3224,1.7081,43.2394,0.10728
2116,0.05525,95.8865,7.4138,1.6648,43.7885,0.11718
2117,0.0552,96.0419,7.5037,1.6257,44.3291,0.12684
2118,0.0551,95.8714,7.5935,1.7301,44.8693,0.13624
2119,0.05495,95.7939,7.6833,1.799,45.4096,0.14556
2120,0.0548,95.6571,7.7713,1.7678,45.9394,0.15483
2121,0.0547,95.7133,7.8576,1.8099,46.4586,0.16393
2122,0.0546,96.1832,7.9435,1.7884,46.976,0.17288
2123,0.05455,96.229,8.029,1.8402,47.4909,0.18181
2124,0.05455,95.6752,8.1129,1.8931,47.9965,0.19071
2125,0.0546,95.8205,8.1955,1.7598,48.4947,0.19946
2126,0.05475,95.82,8.278,1.7681,48.992,0.20808
2127,0.0549,95.7093,8.3602,1.7855,49.4879,0.21662
2128,0.055,96.1047,8.4416,1.9266,49.9787,0.22506
2129,0.0551,95.8512,8.5225,1.9211,50.4666,0.23334
2130,0.05525,95.6101,8.6033,1.8421,50.9546,0.24148
2131,0.05545,95.4794,8.6838,1.9201,51.4406,0.24955
2132,0.0556,95.7018,8.7636,1.8322,51.9227,0.25749
2133,0.05575,95.6614,8.8434,1.9121,52.4049,0.26528
2134,0.0559,95.3786,8.9233,2.061,52.8876,0.27301
2135,0.0561,95.7368,9.0024,1.9327,53.3656,0.28067
2136,0.0564,95.6029,9.0809,1.995,53.8402,0.28816
2137,0.05675,95.7886,9.1597,1.9891,54.3172,0.29547
2138,0.0571,95.4806,9.239,1.9646,54.7967,0.30265
2139,0.0575,95.5919,9.3181,1.9249,55.2755,0.3097
2140,0.05795,95.3403,9.3976,1.8874,55.7569,0.31656
2141,0.0583,95.4192,9.4779,1.9903,56.2431,0.32328
2142,0.05865,95.6125,9.5581,1.9768,56.7293,0.32989
2143,0.05895,95.6169,9.6383,1.9648,57.2153,0.33631
2144,0.05915,95.3374,9.7191,2.0891,57.7051,0.34256
2145,0.05925,95.7502,9.8002,2.013,58.1966,0.34876
2146,0.05925,95.27,9.8806,2.0839,58.6844,0.35494
2147,0.0593,95.4924,9.9604,2.1075,59.1692,0.36106
2148,0.0594,95.2827,10.0401,2.0761,59.6529,0.36721
2149,0.05955,95.1698,10.1191,2.1286,60.1325,0.37341
2150,0.0597,95.544,10.1973,2.2152,60.6073,0.37957
2151,0.0598,95.234,10.2754,2.0403,61.0821,0.38566
2152,0.0599,95.1129,10.3535,2.1024,61.5569,0.39179
2153,0.06005,95.1247,10.4307,2.1179,62.0263,0.39795
2154,0.0602,95.196,10.5072,2.0716,62.4913,0.40402
2155,0.06035,95.1024,10.5837,2.1709,62.9572,0.41
2156,0.06045,95.0964,10.6602,2.2307,63.4225,0.41599
2157,0.0606,95.0438,10.7358,2.3265,63.8833,0.42195
2158,0.0607,94.8697,10.8114,2.2885,64.3437,0.42784
2159,0.06085,95.0149,10.887,2.2845,64.8042,0.43378
2160,0.0609,94.7389,10.9617,2.1629,65.2597,0.43976
2161,0.061,94.9689,11.0357,2.2837,65.7108,0.44566
2162,0.06105,94.9842,11.1097,2.3198,66.1619,0.4515
2163,0.06105,95.0151,11.1833,2.2488,66.6109,0.45739
2164,0.06115,95.1125,11.2559,2.3117,67.0542,0.46331
2165,0.06135,94.7106,11.3282,2.1878,67.4958,0.46919
2166,0.0616,94.679,11.4005,2.3426,67.9375,0.47512
2167,0.0618,95.2443,11.4722,2.1926,68.3756,0.48104
2168,0.062,95.3433,11.5435,2.2159,68.8113,0.48682
2169,0.06215,94.9868,11.6151,2.2826,69.2492,0.49248
2170,0.0623,94.7022,11.6867,2.3255,69.6868,0.49812
2171,0.0624,94.8932,11.7576,2.4673,70.1209,0.50373
2172,0.06245,94.7898,11.8285,2.4018,70.5548,0.50928
2173,0.06245,94.3649,11.8993,2.353,70.9883,0.5149
2174,0.0625,94.7443,11.9691,2.4274,71.4157,0.52063
2175,0.06255,94.6941,12.0379,2.3889,71.8377,0.52632
2176,0.0626,94.769,12.1067,2.3549,72.2591,0.53199
2177,0.0626,94.6921,12.175,2.3789,72.6778,0.53772
2178,0.0627,94.0415,12.2423,2.4017,73.091,0.54348
2179,0.0627,94.4347,12.3094,2.4551,73.5027,0.54921
2180,0.06275,94.3561,12.3763,2.4482,73.9131,0.55504
2181,0.0628,94.472,12.4421,2.471,74.3176,0.56097
2182,0.06295,94.2639,12.5072,2.4898,74.7172,0.56684
2183,0.06315,94.5163,12.5722,2.3315,75.117,0.57264
2184,0.0633,94.3794,12.6371,2.5291,75.516,0.57844
2185,0.0634,94.633,12.7015,2.4731,75.9119,0.58417
2186,0.0635,94.3714,12.7659,2.5095,76.308,0.58981
2187,0.06355,94.5793,12.8302,2.5663,76.7041,0.59552
2188,0.06365,94.2219,12.8938,2.5366,77.0953,0.60129
2189,0.06375,94.1125,12.9566,2.5126,77.4824,0.607
2190,0.0639,94.2491,13.0195,2.6381,77.8697,0.61264
2191,0.0641,94.5218,13.0821,2.5856,78.2555,0.6183
2192,0.0644,94.6026,13.1442,2.5146,78.6385,0.62389
2193,0.0647,94.2531,13.2066,2.5792,79.0233,0.62932
2194,0.06495,94.613,13.2694,2.5504,79.4108,0.63469
2195,0.0652,94.2997,13.3319,2.7379,79.797,0.63999
2196,0.0654,94.3196,13.3944,2.5313,80.1826,0.64513
2197,0.06555,94.2143,13.4572,2.687,80.5708,0.65014
2198,0.0656,94.1532,13.52,2.5564,80.9586,0.65514
2199,0.0657,94.2913,13.5821,2.564,81.3427,0.66013
2200,0.0658,94.3229,13.6441,2.5833,81.7265,0.66509
2201,0.06595,94.1705,13.706,2.563,82.1094,0.67013
